"user_id","entertainment","food_travel","places_of_stay","historical","nature","services","average_rating","overall_satisfaction"
"User 911",2.685,1.872,3.135,1.52666666666667,2.002,1.02,2.04011111111111,"Medium"
"User 912",2.29,2.0775,2.635,1.54333333333333,1.97,5,2.58597222222222,"Medium"
"User 913",2.29,3.07,2.525,1.7,2.112,5,2.78283333333333,"Medium"
"User 914",2.29,2.4,2.53,1.71666666666667,2.166,0,1.85044444444444,"Low"
"User 915",2.285,2.40333333333333,4.07,1.58333333333333,2.126,0,2.07794444444444,"Medium"
"User 916",2.285,2.4,4.94,1.59333333333333,2.918,5,3.18938888888889,"High"
"User 917",2.67,2.235,4.94,1.6,2.368,5,3.1355,"High"
"User 918",2.96333333333333,2.22,4.94,1.6025,2.836,5,3.26030555555556,"High"
"User 919",3.08666666666667,3.67666666666667,1.23,1.6025,2.836,5,2.90530555555556,"Medium"
"User 920",2.37,3.69666666666667,1.23,1.605,2.962,3.28,2.52394444444444,"Medium"
"User 921",2.38333333333333,3.68,1.23,1.6025,2.962,5,2.80963888888889,"Medium"
"User 922",2.38333333333333,3.68,1.23,2.5525,2.962,5,2.96797222222222,"Medium"
"User 923",2.38333333333333,3.68,1.23,1.6025,2.836,5,2.78863888888889,"Medium"
"User 924",2.38333333333333,3.68,1.23,1.61,2.836,5,2.78988888888889,"Medium"
"User 925",3.08666666666667,3.68,1.23,1.6025,2.836,5,2.90586111111111,"Medium"
"User 926",3.08666666666667,3.68333333333333,1.23,1.6025,2.838,5,2.90675,"Medium"
"User 927",3.67,3.68333333333333,1.24,1.6075,2.84,5,3.00680555555556,"High"
"User 928",3.08333333333333,3.68,1.24,1.6075,2.838,5,2.90813888888889,"Medium"
"User 929",3.08666666666667,4.98,1.24,1.61,2.408,5,3.05411111111111,"High"
"User 930",2.96666666666667,3.68666666666667,1.25,1.61,2.838,5,2.89188888888889,"Medium"
"User 931",2.36666666666667,5,1.24,1.6075,2.84,5,3.00902777777778,"High"
"User 932",2.38333333333333,5,4.94,1.61,2.414,5,3.55788888888889,"High"
"User 933",3.49333333333333,5,1.25,1.6075,2.41,4.72,3.08013888888889,"High"
"User 934",4.19333333333333,5,1.25,1.615,2.412,4.71,3.19672222222222,"High"
"User 935",3.67,3.9,1.26,1.6125,2.84,4.71,2.99875,"Medium"
"User 936",3.47666666666667,3.89333333333333,1.26,1.6125,2.414,4.71,2.89441666666667,"Medium"
"User 937",3.08333333333333,3.89333333333333,1.26,1.61,2.416,4.71,2.82877777777778,"Medium"
"User 938",2.38666666666667,3.89333333333333,1.26,1.615,2.418,4.71,2.71383333333333,"Medium"
"User 939",3.08333333333333,4.98,1.25,2.5525,2.418,5,3.21397222222222,"High"
"User 940",2.38666666666667,4.98333333333333,1.25,2.55,2.844,0,2.33566666666667,"Medium"
"User 941",4.19333333333333,4.98333333333333,5,1.615,2.842,0,3.10561111111111,"High"
"User 942",2.91333333333333,3.74,5,1.6175,2.844,0,2.68580555555556,"Medium"
"User 943",2.91333333333333,3.73666666666667,5,1.77,2.842,0,2.71033333333333,"Medium"
"User 944",2.30666666666667,4.98,4.95,2.5475,2.844,0,2.93802777777778,"Medium"
"User 945",2.715,3.73666666666667,5,1.605,2.622,0,2.61311111111111,"Medium"
"User 946",2.725,2.60666666666667,5,1.6025,2.62,0,2.42569444444444,"Medium"
"User 947",2.845,1.54,4.72,1.76,2.622,0,2.24783333333333,"Medium"
"User 948",3.92,1.58666666666667,4.73,2.535,2.854,0,2.60427777777778,"Medium"
"User 949",2.845,1.55333333333333,4.73,1.5775,2.516,0,2.20363888888889,"Medium"
"User 950",2.28333333333333,1.745,5,2.545,2.446,0,2.33655555555556,"Medium"
"User 951",2.99666666666667,1.75,1.26,2.555,3.4,1.05,2.16861111111111,"Medium"
"User 952",2.99333333333333,3.81333333333333,5,3.02,4.28,3.06,3.69444444444444,"High"
"User 953",2.99,2.59666666666667,1.23,2.55,4.112,4.975,3.07561111111111,"High"
"User 954",2.99,1.745,1.22,3.04333333333333,4.326,4.975,3.04988888888889,"High"
"User 955",2.99333333333333,1.745,1.23,2.1075,3.58,0,1.94263888888889,"Low"
"User 956",2.99333333333333,1.75,1.31,1.72333333333333,3.582,4.96,2.71977777777778,"Medium"
"User 957",2.99333333333333,1.675,1.31,1.5475,2.84,4.95,2.55263888888889,"Medium"
"User 958",2.99666666666667,1.76,5,1.55,3.626,4.96,3.31544444444444,"High"
"User 959",2.99333333333333,2.18,1.22,1.73333333333333,4.336,4.96,2.90377777777778,"Medium"
"User 960",2.69666666666667,1.94,1.22,2.43666666666667,4.248,1.76,2.38355555555556,"Medium"
"User 961",3.145,1.76,1.22,3.76,4.506,4.075,3.07766666666667,"High"
"User 962",3.14,1.52666666666667,1.22,3.12333333333333,2.9075,3.06,2.49625,"Medium"
"User 963",3.49,2.19,1.22,2.98666666666667,2.4775,3.06,2.57069444444444,"Medium"
"User 964",3.51,3.19,1.22,3.74,2.984,5,3.274,"High"
"User 965",3.94,2.195,1.22,3.04666666666667,2.5025,1.76,2.44402777777778,"Medium"
"User 966",3.95,2.38,1.22,3.74333333333333,2.5,1.335,2.52138888888889,"Medium"
"User 967",3.955,2.625,1.22,2.40666666666667,2.5,1.435,2.35694444444444,"Medium"
"User 968",5,3.40666666666667,1.23,2.965,3.4625,1.435,2.91652777777778,"Medium"
"User 969",5,2.14333333333333,3.13,4.585,1.78666666666667,1.435,3.01333333333333,"High"
"User 970",4.875,2.465,3.045,4.14,1.78666666666667,1.43,2.95694444444444,"Medium"
"User 971",4.875,2.7075,3.04,4.11,1.80333333333333,1.435,2.99513888888889,"Medium"
"User 972",4.875,3.6675,3.125,2.69,1.78666666666667,1.435,2.92986111111111,"Medium"
"User 973",3.88,3.88,1.24,4.11,2.59,1.435,2.85583333333333,"Medium"
"User 974",4.875,2.43,3.12,2.595,1.78666666666667,1.435,2.70694444444444,"Medium"
"User 975",4.88,2.45,3.11,2.61,1.6675,1.77,2.74791666666667,"Medium"
"User 976",4.735,2.45,1.52,2.6,2.6075,1.62,2.58875,"Medium"
"User 977",4.44,2.45,3.395,4.56,1.79333333333333,1.86,3.08305555555556,"High"
"User 978",4.44,3.11,4.99,4.14,2.525,2.63,3.63916666666667,"High"
"User 979",4.465,2.726,3.39,4.19,3.1225,2.605,3.41641666666667,"High"
"User 980",2.69,2.726,3.165,4.885,3.99,1.885,3.2235,"High"
"User 981",2.695,2.728,3.395,4.92333333333333,3.34333333333333,3.395,3.41327777777778,"High"
"User 982",2.695,2.732,3.33,3.03,1.80666666666667,2.64,2.70561111111111,"Medium"
"User 983",4.57,2.734,3.385,1.28,2.49666666666667,2.64,2.85094444444444,"Medium"
"User 984",4.99,2.73,3.385,1.27,2.49666666666667,2.64,2.91861111111111,"Medium"
"User 985",3.125,2.734,3.385,1.27,2.49666666666667,2.64,2.60844444444444,"Medium"
"User 986",3.125,3.15,3.385,1.27,2.49666666666667,2.64,2.67777777777778,"Medium"
"User 987",3.12,2.732,3.385,1.27,2.49666666666667,2.64,2.60727777777778,"Medium"
"User 988",3.12,2.73,1.33,1.28,2.5,2.64,2.26666666666667,"Medium"
"User 989",3.02,2.728,3.285,4.77,3.74666666666667,1.86,3.23494444444444,"High"
"User 990",4.895,2.508,3.285,4.77,3.66,3.07,3.698,"High"
"User 991",3.025,2.51,1.57,4.77,2.22333333333333,2.92,2.83638888888889,"Medium"
"User 992",3.02,2.4475,1.65,4.78,2.22666666666667,2.91,2.83902777777778,"Medium"
"User 993",2.73,3.7675,1.65,4.78,3.66,2.91,3.24958333333333,"High"
"User 994",3.015,2.664,1.66,4.78,3.49666666666667,2.91,3.08761111111111,"High"
"User 995",3.015,3.394,1.74,3.135,3.48,2.91,2.94566666666667,"Medium"
"User 996",3.015,3.378,1.75,3.14,2.53,2.91,2.78716666666667,"Medium"
"User 997",1.27,3.648,1.75,3.135,2.53,2.91,2.5405,"Medium"
"User 998",1.27,4.022,1.75,3.135,2.53,2.9,2.60116666666667,"Medium"
"User 999",3.02,3.378,1.75,3.14,2.53,2.9,2.78633333333333,"Medium"
"User 1000",3.015,2.988,1.74,3.135,2.53333333333333,2.9,2.71855555555556,"Medium"
"User 1001",3.67666666666667,2.994,1.73,3.14,3.47666666666667,2.89,2.98455555555556,"Medium"
"User 1002",3.015,2.86,1.72,3.14,2.55,2.88,2.69416666666667,"Medium"
"User 1003",3.015,3.365,1.71,3.145,2.55,2.87,2.77583333333333,"Medium"
"User 1004",3.015,2.8425,1.69,1.29,2.55333333333333,2.85,2.37347222222222,"Medium"
"User 1005",3.015,2.8325,3.34,3.15,2.55333333333333,2.84,2.95513888888889,"Medium"
"User 1006",3.015,2.8225,3.33,1.31,2.55666666666667,2.83,2.64402777777778,"Medium"
"User 1007",1.325,2.81,3.32,3.16,3.79,2.81,2.86916666666667,"Medium"
"User 1008",1.33,2.795,3.315,3.165,3.79333333333333,2.8,2.86638888888889,"Medium"
"User 1009",1.335,3.6225,3.305,1.33,2.3025,2.32,2.36916666666667,"Medium"
"User 1010",1.345,3.615,3.295,1.34,3.2225,2.77,2.59791666666667,"Medium"
"User 1011",1.355,3.605,1.57,1.35,2.3175,2.28,2.07958333333333,"Medium"
"User 1012",1.365,4.1425,1.42,1.35,2.59333333333333,2.26,2.18847222222222,"Medium"
"User 1013",3.115,3.59,1.415,1.36,3.49333333333333,2.25,2.53722222222222,"Medium"
"User 1014",3.18,3.675,1.52,1.37,3.5,2.22,2.5775,"Medium"
"User 1015",3.185,3.575,1.5,1.38,3.50666666666667,2.21,2.55944444444444,"Medium"
"User 1016",3.19,3.565,1.48,5,3.5,2.19,3.15416666666667,"High"
"User 1017",3.19,3.5575,1.47,5,3.02,2.18,3.06958333333333,"High"
"User 1018",3.195,3.5575,1.455,3.205,3.50333333333333,2.17,2.84763888888889,"Medium"
"User 1019",3.195,3.74,3.23,1.41,2.28333333333333,1.89,2.62472222222222,"Medium"
"User 1020",3.195,3.74,1.455,5,2.28,1.895,2.9275,"Medium"
"User 1021",3.195,3.74,1.415,5,2.28,3.07,3.11666666666667,"High"
"User 1022",3.195,3.74,1.45,5,2.28333333333333,1.895,2.92722222222222,"Medium"
"User 1023",3.195,3.7375,1.415,5,2.28333333333333,1.89,2.92013888888889,"Medium"
"User 1024",3.195,3.735,1.45,5,2.28333333333333,3.07,3.12222222222222,"High"
"User 1025",3.195,3.7375,1.415,5,2.28333333333333,1.895,2.92097222222222,"Medium"
"User 1026",3.195,3.735,1.415,5,2.28333333333333,1.895,2.92055555555556,"Medium"
"User 1027",3.195,3.735,1.41,5,2.28333333333333,1.89,2.91888888888889,"Medium"
"User 1028",3.195,3.735,1.415,5,2.28333333333333,1.895,2.92055555555556,"Medium"
"User 1029",3.195,3.735,1.415,5,2.28666666666667,1.89,2.92027777777778,"Medium"
"User 1030",3.2,3.735,1.415,5,2.27666666666667,5,3.43777777777778,"High"
"User 1031",3.2,3.735,1.415,5,2.28,1.895,2.92083333333333,"Medium"
"User 1032",3.2,3.7325,1.415,5,2.28,3.07,3.11625,"High"
"User 1033",3.2,3.73,1.415,5,2.28666666666667,1.895,2.92111111111111,"Medium"
"User 1034",3.2,2.84,1.415,5,2.28,2.63,2.89416666666667,"Medium"
"User 1035",3.2,2.83,1.415,5,2.29333333333333,3.075,2.96888888888889,"Medium"
"User 1036",3.205,2.8225,1.415,5,2.29,1.885,2.76958333333333,"Medium"
"User 1037",3.205,2.815,1.41,5,2.3,3.085,2.96916666666667,"Medium"
"User 1038",3.21,3.7075,1.41,5,2.30333333333333,1.65,2.88013888888889,"Medium"
"User 1039",3.215,2.7975,1.41,5,2.31333333333333,2.27,2.83430555555556,"Medium"
"User 1040",3.22,2.8125,1.405,5,2.63333333333333,2.25,2.88680555555556,"Medium"
"User 1041",3.22,3.385,1.405,5,2.65333333333333,2.24,2.98388888888889,"Medium"
"User 1042",3.225,3.3775,1.41,5,2.34,2.21,2.92708333333333,"Medium"
"User 1043",3.235,3.365,1.4,5,2.34333333333333,2.2,2.92388888888889,"Medium"
"User 1044",3.26,2.71,1.405,5,2.36,2.17,2.8175,"Medium"
"User 1045",3.265,3.2925,1.41,5,2.36666666666667,2.03,2.89402777777778,"Medium"
"User 1046",3.27,2.952,1.575,5,2.37333333333333,1.96,2.85505555555556,"Medium"
"User 1047",3.28,2.84,1.57,3.03333333333333,2.04,1.94,2.45055555555556,"Medium"
"User 1048",3.28,2.82,1.575,3.67666666666667,1.846,1.92,2.51961111111111,"Medium"
"User 1049",3.285,2.62,1.575,3.0175,1.874,1.9,2.37858333333333,"Medium"
"User 1050",4.045,2.812,1.57,3.0275,1.87,1.89,2.53575,"Medium"
"User 1051",3.14,2.808,1.57,3.02,2.09,1.87,2.41633333333333,"Medium"
"User 1052",3.885,2.802,1.565,3.0425,2.106,1.85,2.54175,"Medium"
"User 1053",4.055,2.8,1.57,3.05,2.128,1.83,2.57216666666667,"Medium"
"User 1054",4.06,2.798,1.565,3.0575,2.14,1.82,2.57341666666667,"Medium"
"User 1055",4.06,2.792,1.565,3.0675,2.912,1.8,2.69941666666667,"Medium"
"User 1056",4.065,2.79,1.57,3.0775,2.17,1.79,2.57708333333333,"Medium"
"User 1057",4.07,2.786,1.565,2.50666666666667,2.62,1.77,2.55294444444444,"Medium"
"User 1058",4.07,2.78,1.57,2.32666666666667,1.976,1.75,2.41211111111111,"Medium"
"User 1059",3.1,2.774,1.57,2.97,1.998,1.73,2.357,"Medium"
"User 1060",4.08,3.19,1.395,3.1575,1.998,1.72,2.59008333333333,"Medium"
"User 1061",4.08,3.1875,1.8,2.29666666666667,2.224,1.7,2.54802777777778,"Medium"
"User 1062",4.085,3.1825,1.82,2.31,2.234,1.68,2.55191666666667,"Medium"
"User 1063",3.88,3.1875,1.83,2.36333333333333,2.248,1.67,2.52980555555556,"Medium"
"User 1064",3.875,3.155,1.85,2.32333333333333,2.256,1.65,2.51822222222222,"Medium"
"User 1065",3.875,3.155,1.565,2.53666666666667,2.27,3.32,2.78694444444444,"Medium"
"User 1066",4.1,3.15,3.145,2.32333333333333,2.3,1.63,2.77472222222222,"Medium"
"User 1067",4.1,3.1925,3.28,1.93333333333333,2.082,1.64,2.70463888888889,"Medium"
"User 1068",4.1,3.1825,3.28,2.6975,2.058,1.64,2.82633333333333,"Medium"
"User 1069",4.1,3.18,3.28,2.7025,2.052,1.64,2.82575,"Medium"
"User 1070",4.1,3.18,3.275,2.7025,2.054,1.64,2.82525,"Medium"
"User 1071",4.1,3.18,3.28,2.7025,2.058,1.65,2.82841666666667,"Medium"
"User 1072",4.1,3.18,3.28,2.7025,2.052,1.64,2.82575,"Medium"
"User 1073",4.1,3.1775,3.28,2.705,2.21,1.67,2.85708333333333,"Medium"
"User 1074",4.11,3.18,1.715,1.94,2.188,1.67,2.46716666666667,"Medium"
"User 1075",4.1,3.1725,1.445,1.94333333333333,1.996,1.66,2.38613888888889,"Medium"
"User 1076",4.11,3.17,1.44,2.715,2.066,1.65,2.52516666666667,"Medium"
"User 1077",4.115,3.17,1.435,1.96,2.082,1.64,2.40033333333333,"Medium"
"User 1078",4.12,3.1675,1.435,1.96333333333333,2.022,1.63,2.38963888888889,"Medium"
"User 1079",4.13,2.848,1.435,1.96333333333333,2.548,1.63,2.42572222222222,"Medium"
"User 1080",4.13,3.295,1.43,1.96666666666667,2.546,1.63,2.49961111111111,"Medium"
"User 1081",4.125,3.2975,1.435,1.96666666666667,2.546,1.63,2.50002777777778,"Medium"
"User 1082",4.12,3.2975,1.435,1.96333333333333,2.7,1.64,2.52597222222222,"Medium"
"User 1083",3.4,3.2025,1.43,1.96666666666667,2.644,1.64,2.38052777777778,"Medium"
"User 1084",3.395,3.2025,1.43,1.96666666666667,2.644,1.64,2.37969444444444,"Medium"
"User 1085",3.405,3.2,1.43,1.96666666666667,2.646,1.64,2.38127777777778,"Medium"
"User 1086",3.4,3.1975,1.435,1.97,2.16,5,2.86041666666667,"Medium"
"User 1087",2.495,3.1975,1.53,1.97333333333333,2.028,5,2.70397222222222,"Medium"
"User 1088",3.225,3.1975,1.44,1.97,2.154,5,2.83108333333333,"Medium"
"User 1089",3.245,3.31,1.6,1.97333333333333,2.034,1.63,2.29872222222222,"Medium"
"User 1090",4.11,3.31,1.535,1.97666666666667,2.03,1.64,2.43361111111111,"Medium"
"User 1091",2.575,3.31,1.585,1.97333333333333,1.89,1.64,2.16222222222222,"Medium"
"User 1092",2.575,3.3275,1.495,1.99,2.15,1.65,2.19791666666667,"Medium"
"User 1093",2.575,3.2925,1.49,1.55,2.148,5,2.67591666666667,"Medium"
"User 1094",2.58,3.1875,1.49,1.46,1.896,5,2.60225,"Medium"
"User 1095",2.585,3.0225,1.48,1.98333333333333,2.576,5,2.77447222222222,"Medium"
"User 1096",2.58,3.01,1.475,1.4575,2.618,5,2.69008333333333,"Medium"
"User 1097",2.58,3.0125,1.475,1.46,2.252,5,2.62991666666667,"Medium"
"User 1098",2.595,2.9225,1.475,1.3575,2.46,5,2.635,"Medium"
"User 1099",2.58,2.7825,1.465,1.35,2.2925,5,2.57833333333333,"Medium"
"User 1100",2.58,2.78,1.465,1.335,2.4575,5,2.60291666666667,"Medium"
"User 1101",2.585,2.7775,1.465,1.44,2.0275,5,2.54916666666667,"Medium"
"User 1102",2.585,2.7775,1.465,1.44,2.2975,5,2.59416666666667,"Medium"
"User 1103",2.585,2.7775,1.465,1.44,2.255,5,2.58708333333333,"Medium"
"User 1104",2.585,2.78,1.465,1.44,2.255,5,2.5875,"Medium"
"User 1105",2.585,2.7775,1.465,1.44,2.255,5,2.58708333333333,"Medium"
"User 1106",2.585,2.7775,1.465,1.44,2.255,5,2.58708333333333,"Medium"
"User 1107",2.585,2.775,1.47,1.335,2.2975,5,2.57708333333333,"Medium"
"User 1108",2.585,2.7775,1.47,1.33,2.255,5,2.56958333333333,"Medium"
"User 1109",2.585,2.775,1.465,1.43666666666667,2.806,5,2.67794444444444,"Medium"
"User 1110",2.585,2.77,1.465,1.44,1.9925,5,2.54208333333333,"Medium"
"User 1111",2.585,2.765,1.47,1.44,3.204,5,2.744,"Medium"
"User 1112",2.59,3.0325,1.465,2.64333333333333,2.596,5,2.88780555555556,"Medium"
"User 1113",2.59,3.0275,1.465,1.47333333333333,2.604,5,2.69330555555556,"Medium"
"User 1114",2.59,3.025,1.47,1.4975,2.602,5,2.69741666666667,"Medium"
"User 1115",2.595,3.2925,1.47,1.63333333333333,3.21,5,2.86680555555556,"Medium"
"User 1116",2.595,3.29,1.465,1.61666666666667,3.212,5,2.86311111111111,"Medium"
"User 1117",2.08333333333333,4.015,1.465,1.65,1.748,5,2.66022222222222,"Medium"
"User 1118",1.96333333333333,2.9975,1.48,1.65333333333333,1.815,5,2.48486111111111,"Medium"
"User 1119",3.25333333333333,3.85,1.48,1.65333333333333,1.82,5,2.84277777777778,"Medium"
"User 1120",2.11666666666667,3.845,1.48,1.63666666666667,1.825,5,2.65055555555556,"Medium"
"User 1121",2.08666666666667,3.8425,1.48,1.64333333333333,1.83,5,2.64708333333333,"Medium"
"User 1122",2.39,3.135,1.48,1.64666666666667,1.835,5,2.58111111111111,"Medium"
"User 1123",2.4,3.8325,1.48,2.64666666666667,1.84,5,2.86652777777778,"Medium"
"User 1124",3.495,3.8275,1.485,2.375,2.48,5,3.11041666666667,"High"
"User 1125",3.5,3.825,1.485,2.4025,1.802,5,3.00241666666667,"High"
"User 1126",3.28,3.82,1.485,2.3825,2.492,5,3.07658333333333,"High"
"User 1127",2.54333333333333,3.815,1.485,2.66,1.9925,5,2.91597222222222,"Medium"
"User 1128",1.95,3.8025,3.255,2.65,2.6,5,3.20958333333333,"High"
"User 1129",2.09666666666667,3.8,3.26,3.225,1.9525,5,3.22236111111111,"High"
"User 1130",2.09666666666667,3.8025,3.265,3.22,2.18333333333333,5,3.26125,"High"
"User 1131",2.09,3.7975,1.495,3.215,2.18333333333333,5,2.96347222222222,"Medium"
"User 1132",2.69,3.7875,1.49,1.73,2.19333333333333,5,2.81513888888889,"Medium"
"User 1133",2.69333333333333,3.7825,1.49,1.725,2.19,5,2.81347222222222,"Medium"
"User 1134",2.56,3.7775,1.49,1.72,2.12333333333333,3.015,2.44763888888889,"Medium"
"User 1135",1.75333333333333,3.9425,1.495,1.715,2.845,3.005,2.45930555555556,"Medium"
"User 1136",1.63,3.775,3.295,1.71,2.905,5,3.0525,"High"
"User 1137",1.65,3.77,3.3,1.71,2.855,3.82,2.85083333333333,"Medium"
"User 1138",1.925,3.7625,3.31,1.745,2.14666666666667,5,2.98152777777778,"Medium"
"User 1139",1.93,3.75,3.315,1.745,2.8675,5,3.10125,"High"
"User 1140",1.78333333333333,3.74,3.325,1.735,2.17,5,2.95888888888889,"Medium"
"User 1141",1.785,3.7425,1.815,1.75,2.16333333333333,5,2.70930555555556,"Medium"
"User 1142",1.795,3.7325,3.34,1.745,2.17333333333333,5,2.96430555555556,"Medium"
"User 1143",3.375,3.725,3.35,2.73,2.18,5,3.39333333333333,"High"
"User 1144",2.13,3.72,3.355,1.595,2.18666666666667,5,2.99777777777778,"Medium"
"User 1145",3.545,3.875,3.365,2.82333333333333,2.19333333333333,5,3.46694444444444,"High"
"User 1146",3.78333333333333,3.87,3.375,3.78666666666667,2.20666666666667,5,3.67027777777778,"High"
"User 1147",3.78,4.6425,3.385,1.6,2.21333333333333,3.195,3.13597222222222,"High"
"User 1148",3.04333333333333,4.6375,3.395,3.17,2.22666666666667,5,3.57875,"High"
"User 1149",3.04,4.635,1.805,3.165,2.23333333333333,5,3.31305555555556,"High"
"User 1150",2.83333333333333,3.7775,3.41,1.6,3.29333333333333,5,3.31902777777778,"High"
"User 1151",3.04333333333333,3.77,1.8,1.59,2.045,3.135,2.56388888888889,"Medium"
"User 1152",3.04333333333333,3.7625,1.805,2.72666666666667,2.68,3.135,2.85875,"Medium"
"User 1153",2.43333333333333,3.755,1.805,1.585,2.07,3.13,2.46305555555556,"Medium"
"User 1154",2.44,3.74,1.795,3.90333333333333,2.895,3.125,2.98305555555556,"Medium"
"User 1155",2.43333333333333,3.735,1.8,3.95,2.0875,2.175,2.69680555555556,"Medium"
"User 1156",2.43333333333333,3.725,3.465,3.425,2.875,5,3.48722222222222,"High"
"User 1157",2.43333333333333,3.7125,1.8,3.95,2.8425,5,3.28972222222222,"High"
"User 1158",2.43333333333333,3.7025,1.8,2.84,2.875,5,3.10847222222222,"High"
"User 1159",2.43333333333333,3.6975,1.795,3.27,2.8825,5,3.17972222222222,"High"
"User 1160",2.74333333333333,3.6875,1.79,1.8,2.89,5,2.98513888888889,"Medium"
"User 1161",2.43333333333333,3.6775,1.79,3.43,2.8975,5,3.20472222222222,"High"
"User 1162",2.43666666666667,3.67,1.8,1.83,2.91,5,2.94111111111111,"Medium"
"User 1163",3.42333333333333,3.66,3.525,3.465,2.9225,5,3.66597222222222,"High"
"User 1164",3.42,3.03,3.535,3.465,2.905,5,3.55916666666667,"High"
"User 1165",3.41666666666667,3.02,1.79,3.465,3.324,2.22,2.87261111111111,"Medium"
"User 1166",3.42,3.0075,3.555,2.97333333333333,2.9425,2.93,3.13805555555556,"High"
"User 1167",3.41666666666667,2.9975,3.56,3.51,3.0025,2.91,3.23277777777778,"High"
"User 1168",3.09,2.0625,1.71,3.515,3.406,2.9,2.78058333333333,"Medium"
"User 1169",2.76666666666667,2.055,1.71,3.515,3.01,1.64,2.44944444444444,"Medium"
"User 1170",3.05666666666667,2.09,1.71,3.515,3.005,1.46666666666667,2.47388888888889,"Medium"
"User 1171",3.70666666666667,3.02,1.785,3.485,3.35,1.46333333333333,2.80166666666667,"Medium"
"User 1172",3.06,3.0225,1.785,2.505,3.35,1.47,2.53208333333333,"Medium"
"User 1173",3.71,3.0175,1.785,1.89,3.35,1.46666666666667,2.53652777777778,"Medium"
"User 1174",3.32666666666667,2.8425,1.785,1.915,3.35,2.07,2.54819444444444,"Medium"
"User 1175",3.86,3.02,1.795,1.915,3.35666666666667,2.07,2.66944444444444,"Medium"
"User 1176",3.86,2.765,1.82,1.81666666666667,3.35333333333333,1.83666666666667,2.57527777777778,"Medium"
"User 1177",3.21,3.285,3.21,1.81666666666667,3.35333333333333,1.83666666666667,2.78527777777778,"Medium"
"User 1178",3.86,2.765,1.815,1.81,2.41333333333333,2.40333333333333,2.51111111111111,"Medium"
"User 1179",3.06,2.86,1.815,1.81666666666667,3.35666666666667,2.40666666666667,2.5525,"Medium"
"User 1180",3.06333333333333,3.7825,1.815,2.85,3.37,2.40666666666667,2.88125,"Medium"
"User 1181",3.06,2.6575,1.815,2.85,2.42,2.40666666666667,2.53486111111111,"Medium"
"User 1182",3.70333333333333,3.1,1.815,2.85,2.43666666666667,2.4,2.7175,"Medium"
"User 1183",3.70333333333333,3.7825,1.82,1.81666666666667,2.42333333333333,2.39333333333333,2.65652777777778,"Medium"
"User 1184",3.35666666666667,3.9475,1.815,1.74333333333333,3.36,3.04,2.87708333333333,"Medium"
"User 1185",3.52,3.178,1.82,1.7,2.48,3.04,2.623,"Medium"
"User 1186",3.35,3.224,1.815,2.50333333333333,2.43666666666667,3.04,2.72816666666667,"Medium"
"User 1187",3.53,3.37,1.82,1.65,2.46333333333333,1.565,2.39972222222222,"Medium"
"User 1188",4.465,3.665,2.19,1.7,2.47,1.58,2.67833333333333,"Medium"
"User 1189",5,3.9275,1.815,1.64666666666667,2.45666666666667,1.57,2.73597222222222,"Medium"
"User 1190",5,3.12,1.815,2.4825,2.90333333333333,1.56,2.81347222222222,"Medium"
"User 1191",5,3.228,1.815,1.64333333333333,3.435,1.545,2.77772222222222,"Medium"
"User 1192",4.44,3.088,3.69,2.4875,3.445,1.535,3.11425,"High"
"User 1193",4.445,2.384,3.665,2.975,3.455,1.52,3.074,"High"
"User 1194",4.44,3.078,1.89,3.02,3.4625,1.51,2.90008333333333,"Medium"
"User 1195",5,3.022,1.89,1.57,2.615,1.5,2.5995,"Medium"
"User 1196",4.605,3.014,1.78,2.9725,2.63,1.49,2.74858333333333,"Medium"
"User 1197",4.605,3.4875,3.695,2.9725,2.2875,1.48,3.08791666666667,"High"
"User 1198",3.40666666666667,3.5475,1.765,3.68,2.3,1.32,2.66986111111111,"Medium"
"User 1199",4.61,3.105,1.765,3.68333333333333,2.698,1.31333333333333,2.86244444444444,"Medium"
"User 1200",4.61,2.575,1.765,2.45333333333333,2.325,1.30666666666667,2.50583333333333,"Medium"
"User 1201",4.61,2.87,1.73,3.69333333333333,3.372,1.435,2.95172222222222,"Medium"
"User 1202",4.615,3.06,2.47,2.49,2.652,1.425,2.78533333333333,"Medium"
"User 1203",4.62,3.46666666666667,2.49,3.69666666666667,3.14,1.29333333333333,3.11777777777778,"High"
"User 1204",4.62,2.5375,2.5,3.7,3.36,1.41,3.02125,"High"
"User 1205",3.73333333333333,2.5575,2.52,2.5,3.408,1.405,2.68730555555556,"Medium"
"User 1206",1.94,2.39666666666667,2.53,2.57333333333333,3.526,2.39,2.55933333333333,"Medium"
"User 1207",2.07,2.20333333333333,2.54,2.56333333333333,3.758,2.39,2.58744444444444,"Medium"
"User 1208",2.77,2.19333333333333,2.55,2.62,3.866,2.35,2.72488888888889,"Medium"
"User 1209",2.985,2.25,2.57,3.06666666666667,4.012,1.92,2.80061111111111,"Medium"
"User 1210",3.185,2.36,2.58,2.65,4.014,2.37,2.85983333333333,"Medium"
"User 1211",3.625,2.36,2.58,2.65,3.512,2.37,2.8495,"Medium"
"User 1212",3.63,2.45,2.58,3.77,4.016,3.075,3.2535,"High"
"User 1213",3.57,2.33666666666667,2.58,2.59666666666667,4.05,3.075,3.03472222222222,"High"
"User 1214",1.87666666666667,2.49,2.58,2.54666666666667,3.462,3.075,2.67172222222222,"Medium"
